row_id	arm	choice	p_consistent	p_contradicted	p_not_checkable	confidence	baseline
sava#sava-core/src/main/java/software/sava/core/accounts/token/COption.java#COption.readTag(byte[], int, String)	real	consistent	0.960	0.040	0.000	0.930	0.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.MULTISIG_BYTES	real	not_checkable	0.120	0.080	0.800	0.710	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.MULTISIG_BYTES	swapped	not_checkable	0.050	0.010	0.930	0.900	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.PADDING_AFTER_MINT	real	consistent	0.540	0.010	0.450	0.320	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.PADDING_AFTER_MINT	swapped	not_checkable	0.020	0.050	0.930	0.900	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.adjustLengthForMultisig(int)	real	consistent	0.900	0.070	0.030	0.840	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.adjustLengthForMultisig(int)	swapped	consistent	0.900	0.080	0.020	0.840	0.333
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.padLengthForMultisig(byte[], int, int)	real	consistent	0.550	0.440	0.010	0.330	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.padLengthForMultisig(byte[], int, int)	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.requireAccountType(AccountType, AccountType, boolean)	real	consistent	0.910	0.050	0.040	0.860	0.800
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.requireAccountType(AccountType, AccountType, boolean)	swapped	not_checkable	0.010	0.080	0.910	0.860	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.writeExtensions(Set<TokenExtension>, byte[], int)	real	consistent	0.720	0.240	0.040	0.590	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.writeExtensions(Set<TokenExtension>, byte[], int)	swapped	not_checkable	0.010	0.170	0.820	0.720	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/TokenAccount.java#TokenAccount.parseState(byte)	real	contradicted	0.400	0.560	0.040	0.340	0.500
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.MAXIMUM_DEPOSIT_TRANSFER_AMOUNT	real	consistent	0.900	0.070	0.030	0.860	0.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.MAXIMUM_DEPOSIT_TRANSFER_AMOUNT	swapped	not_checkable	0.160	0.330	0.510	0.260	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	real	consistent	0.920	0.010	0.070	0.890	0.000
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	swapped	not_checkable	0.030	0.400	0.570	0.360	0.667
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/BaseMaskWorker.java#BaseMaskWorker.searchExhausted(long)	real	consistent	0.570	0.020	0.410	0.360	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_LENGTH	real	consistent	0.830	0.030	0.140	0.750	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_LENGTH	swapped	not_checkable	0.010	0.010	0.980	0.970	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_OPTIONS	real	consistent	0.860	0.050	0.090	0.800	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_OPTIONS	swapped	not_checkable	0.100	0.130	0.770	0.650	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.charOptionsTable()	real	consistent	0.570	0.020	0.410	0.370	1.000
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/SubsequenceRecord.java#SubsequenceRecord.formatCharOptions(char[][])	real	consistent	0.850	0.150	0.000	0.760	0.667
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/VanityAddressGenerator.java#VanityAddressGenerator.createGenerator(Path, char[], SecureRandomFactory, PrivateKeyEncoding, KeyFileFormat, KeyDerivation, boolean, ExecutorService, int, Subsequence, Subsequence, long, int)	real	consistent	0.600	0.050	0.350	0.410	1.000
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.getBytes(String)	real	consistent	0.850	0.060	0.090	0.790	1.000
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.getBytes(String)	swapped	not_checkable	0.010	0.120	0.870	0.810	1.000
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.readVectorLength(int, byte[], int)	real	consistent	0.560	0.400	0.040	0.340	0.667
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.readVectorLength(int, byte[], int)	swapped	contradicted	0.010	0.910	0.080	0.880	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.continueMutableEncode(byte[], int, int, int, char[])	real	consistent	0.690	0.210	0.100	0.530	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.continueMutableEncode(byte[], int, int, int, char[])	swapped	not_checkable	0.150	0.230	0.620	0.430	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(byte[], int, int)	real	consistent	0.820	0.160	0.020	0.740	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(byte[], int, int)	swapped	contradicted	0.020	0.750	0.230	0.620	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(byte[], int, int, byte[])	real	consistent	0.530	0.440	0.030	0.290	0.500
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(byte[], int, int, byte[])	swapped	contradicted	0.160	0.740	0.100	0.610	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(char[], int, int, byte[])	real	consistent	0.850	0.140	0.010	0.770	0.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(char[], int, int, byte[])	swapped	contradicted	0.110	0.730	0.160	0.590	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.limbsLength(int)	real	consistent	0.630	0.120	0.250	0.440	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.limbsLength(int)	swapped	not_checkable	0.030	0.390	0.580	0.370	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.checkField(byte[], int, int)	real	consistent	0.960	0.020	0.020	0.940	0.500
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.checkField(byte[], int, int)	swapped	not_checkable	0.030	0.310	0.660	0.490	0.600
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getInt8LE(byte[], int)	real	consistent	0.920	0.080	0.000	0.880	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getInt8LE(byte[], int)	swapped	not_checkable	0.280	0.250	0.470	0.220	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getIntLE(byte[], int, int)	real	consistent	0.940	0.050	0.010	0.910	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getIntLE(byte[], int, int)	swapped	contradicted	0.430	0.550	0.020	0.320	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt16LE(byte[], int)	real	consistent	0.960	0.030	0.010	0.930	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt16LE(byte[], int)	swapped	contradicted	0.090	0.700	0.210	0.540	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt32LE(byte[], int)	real	consistent	0.950	0.030	0.020	0.930	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt32LE(byte[], int)	swapped	contradicted	0.150	0.600	0.250	0.390	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt64LE(byte[], int)	real	consistent	0.690	0.240	0.070	0.540	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt64LE(byte[], int)	swapped	contradicted	0.030	0.540	0.430	0.310	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUIntLE(byte[], int, int)	real	consistent	0.990	0.010	0.000	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUIntLE(byte[], int, int)	swapped	contradicted	0.220	0.720	0.060	0.570	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.putIntLE(byte[], int, BigInteger, int)	real	consistent	0.950	0.050	0.000	0.920	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.putIntLE(byte[], int, BigInteger, int)	swapped	contradicted	0.390	0.600	0.010	0.400	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.putUIntLE(byte[], int, BigInteger, int)	real	consistent	0.960	0.020	0.020	0.940	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.putUIntLE(byte[], int, BigInteger, int)	swapped	contradicted	0.020	0.740	0.240	0.600	1.000
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.toUnsignedBigInteger(long)	real	consistent	0.920	0.060	0.020	0.880	0.500
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.toUnsignedBigInteger(long)	swapped	contradicted	0.230	0.410	0.360	0.120	1.000
sava#sava-core/src/main/java/software/sava/core/programs/Discriminator.java#Discriminator.createDiscriminator(byte[])	real	consistent	0.750	0.010	0.240	0.620	0.000
sava#sava-core/src/main/java/software/sava/core/programs/Discriminator.java#Discriminator.createDiscriminator(byte[])	swapped	not_checkable	0.010	0.040	0.950	0.930	1.000
sava#sava-core/src/main/java/software/sava/core/programs/Discriminator.java#Discriminator.equals(byte[], int, int)	real	consistent	0.720	0.270	0.010	0.590	1.000
sava#sava-core/src/main/java/software/sava/core/programs/Discriminator.java#Discriminator.equals(byte[], int, int)	swapped	consistent	0.540	0.060	0.400	0.300	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java#BaseTransaction.feePayerSignatureOffset(byte[])	real	consistent	0.630	0.300	0.070	0.450	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java#BaseTransaction.feePayerSignatureOffset(byte[])	swapped	consistent	0.420	0.200	0.380	0.140	0.800
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java#BaseTransaction.requireSignerCount(byte[], int)	real	consistent	0.910	0.070	0.020	0.860	0.800
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java#BaseTransaction.requireSignerCount(byte[], int)	swapped	contradicted	0.050	0.560	0.390	0.350	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	real	not_checkable	0.420	0.080	0.500	0.260	0.857
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	swapped	not_checkable	0.000	0.010	0.990	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.requireAddressesCoverSigners()	real	consistent	0.660	0.240	0.100	0.480	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.requireAddressesCoverSigners()	swapped	not_checkable	0.010	0.010	0.980	0.980	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.BUILTIN_COMPUTE_UNIT_LIMIT	real	contradicted	0.170	0.420	0.410	0.130	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.BUILTIN_COMPUTE_UNIT_LIMIT	swapped	not_checkable	0.070	0.300	0.630	0.450	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT	real	not_checkable	0.050	0.240	0.710	0.560	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT	swapped	contradicted	0.050	0.540	0.410	0.300	1.000
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.defaultComputeUnitLimit(PublicKey)	real	consistent	0.580	0.110	0.310	0.380	0.250
sava#sava-core/src/main/java/software/sava/core/tx/Instruction.java#Instruction.createInstruction(AccountMeta, List<AccountMeta>, byte[], int, int)	real	not_checkable	0.170	0.010	0.820	0.730	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsAccountLimit()	real	contradicted	0.280	0.400	0.320	0.100	0.667
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsAccountLimit()	swapped	not_checkable	0.060	0.260	0.680	0.510	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsInstructionLimit()	real	not_checkable	0.150	0.270	0.580	0.370	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsInstructionLimit()	swapped	not_checkable	0.030	0.410	0.560	0.340	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSignatureLimit()	real	consistent	0.920	0.060	0.020	0.880	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSignatureLimit()	swapped	not_checkable	0.010	0.290	0.700	0.540	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSizeLimit()	real	consistent	0.550	0.080	0.370	0.320	0.667
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSizeLimit()	swapped	not_checkable	0.020	0.400	0.580	0.380	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numAccounts()	real	consistent	0.940	0.030	0.030	0.910	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numAccounts()	swapped	not_checkable	0.250	0.280	0.470	0.200	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numInstructions()	real	consistent	0.820	0.020	0.160	0.740	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numInstructions()	swapped	not_checkable	0.070	0.180	0.750	0.630	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setAccountDataSizeLimit(int)	real	consistent	0.830	0.140	0.030	0.740	0.750
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setAccountDataSizeLimit(int)	swapped	consistent	0.720	0.240	0.040	0.580	0.750
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setComputeUnitLimit(int)	real	consistent	0.790	0.170	0.040	0.690	0.667
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setComputeUnitLimit(int)	swapped	consistent	0.690	0.090	0.220	0.530	0.667
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setHeapSize(int)	real	consistent	0.640	0.320	0.040	0.460	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setHeapSize(int)	swapped	not_checkable	0.000	0.020	0.980	0.970	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamports(long)	real	consistent	0.740	0.210	0.050	0.610	0.750
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamports(long)	swapped	consistent	0.650	0.300	0.050	0.470	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long)	real	consistent	0.830	0.150	0.020	0.750	0.667
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long)	swapped	consistent	0.510	0.180	0.310	0.260	0.800
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long, int)	real	consistent	0.650	0.320	0.030	0.480	0.833
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long, int)	swapped	consistent	0.480	0.170	0.350	0.220	0.800
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.sign(Signer, byte[])	real	consistent	0.750	0.020	0.230	0.610	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.sign(Signer, byte[])	swapped	not_checkable	0.040	0.190	0.770	0.650	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(Collection<Signer>)	real	not_checkable	0.120	0.330	0.550	0.340	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(Collection<Signer>)	swapped	not_checkable	0.030	0.460	0.510	0.260	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(String, Collection<Signer>)	real	consistent	0.780	0.170	0.050	0.660	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(String, Collection<Signer>)	swapped	contradicted	0.140	0.760	0.100	0.640	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(byte[], Collection<Signer>)	real	consistent	0.900	0.060	0.040	0.840	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(byte[], Collection<Signer>)	swapped	contradicted	0.130	0.740	0.130	0.620	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(Collection<Signer>)	real	consistent	0.790	0.180	0.030	0.680	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(Collection<Signer>)	swapped	not_checkable	0.030	0.170	0.800	0.700	0.667
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	real	consistent	0.460	0.370	0.170	0.200	0.333
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	real	consistent	0.810	0.060	0.130	0.720	0.333
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	swapped	not_checkable	0.000	0.000	1.000	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>)	real	not_checkable	0.330	0.170	0.500	0.260	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>)	swapped	not_checkable	0.030	0.410	0.560	0.350	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[])	real	not_checkable	0.140	0.010	0.850	0.780	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[])	swapped	contradicted	0.050	0.590	0.360	0.390	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	real	consistent	0.840	0.040	0.120	0.770	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	swapped	contradicted	0.060	0.870	0.070	0.800	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(String, SequencedCollection<Signer>)	real	not_checkable	0.060	0.280	0.660	0.490	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(String, SequencedCollection<Signer>)	swapped	contradicted	0.030	0.700	0.270	0.550	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(byte[], SequencedCollection<Signer>)	real	not_checkable	0.050	0.190	0.760	0.650	0.000
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(byte[], SequencedCollection<Signer>)	swapped	contradicted	0.030	0.670	0.300	0.500	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	real	consistent	0.940	0.050	0.010	0.910	0.250
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	swapped	not_checkable	0.360	0.080	0.560	0.330	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(String, SequencedCollection<Signer>)	real	not_checkable	0.150	0.050	0.800	0.700	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(String, SequencedCollection<Signer>)	swapped	not_checkable	0.050	0.110	0.840	0.760	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	real	not_checkable	0.300	0.050	0.650	0.470	0.500
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	swapped	not_checkable	0.020	0.080	0.900	0.850	0.500
sava#sava-core/src/main/java/software/sava/core/tx/TransactionRecord.java#TransactionRecord.effectiveComputeUnitLimit(boolean)	real	consistent	0.900	0.100	0.000	0.840	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionRecord.java#TransactionRecord.effectiveComputeUnitLimit(boolean)	swapped	contradicted	0.010	0.620	0.370	0.430	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionRecord.java#TransactionRecord.priorityFeeLamportsToComputeUnitPrice(long, int)	real	consistent	0.930	0.070	0.000	0.890	0.667
sava#sava-core/src/main/java/software/sava/core/tx/TransactionRecord.java#TransactionRecord.priorityFeeLamportsToComputeUnitPrice(long, int)	swapped	not_checkable	0.000	0.310	0.690	0.530	0.800
sava#sava-core/src/main/java/software/sava/core/tx/TransactionRecord.java#TransactionRecord.setComputeBudgetValues(byte, byte[], byte, byte[])	real	consistent	0.930	0.060	0.010	0.900	0.333
sava#sava-core/src/main/java/software/sava/core/tx/TransactionRecord.java#TransactionRecord.setComputeBudgetValues(byte, byte[], byte, byte[])	swapped	not_checkable	0.150	0.190	0.660	0.490	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.computeUnitLimit()	real	consistent	0.880	0.060	0.060	0.830	0.667
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.computeUnitLimit()	swapped	consistent	0.650	0.220	0.130	0.460	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.createTransaction()	real	consistent	0.780	0.030	0.190	0.670	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.createTransaction()	swapped	contradicted	0.150	0.520	0.330	0.270	0.667
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.createTransaction(AccountMeta[])	real	consistent	0.800	0.020	0.180	0.700	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.createTransaction(AccountMeta[])	swapped	contradicted	0.130	0.620	0.250	0.430	0.667
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.createTransaction(Instruction[])	real	not_checkable	0.260	0.010	0.730	0.590	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.createTransaction(Instruction[])	swapped	contradicted	0.050	0.640	0.310	0.470	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.deserializeSkeleton(byte[])	real	contradicted	0.360	0.610	0.030	0.420	0.500
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.deserializeSkeleton(byte[])	swapped	not_checkable	0.270	0.110	0.620	0.440	0.750
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.heapSize()	real	consistent	0.580	0.280	0.140	0.360	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.heapSize()	swapped	not_checkable	0.100	0.010	0.890	0.830	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.priorityFeeLamports()	real	consistent	0.770	0.180	0.050	0.650	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.priorityFeeLamports()	swapped	consistent	0.880	0.070	0.050	0.830	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.prototypeTransaction()	real	consistent	0.660	0.260	0.080	0.490	0.500
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.prototypeTransaction()	swapped	not_checkable	0.060	0.060	0.880	0.820	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.prototypeTransaction(Instruction[])	real	consistent	0.610	0.280	0.110	0.410	0.727
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeleton.java#TransactionSkeleton.prototypeTransaction(Instruction[])	swapped	not_checkable	0.010	0.090	0.900	0.840	1.000
sava#sava-core/src/main/java/software/sava/core/tx/TransactionSkeletonImpl.java#TransactionSkeletonImpl.instructionAccount(AccountMeta[], int)	real	consistent	0.910	0.040	0.050	0.870	0.600
sava#sava-core/src/main/java/software/sava/core/tx/TxBuilder.java#TxBuilder.computeUnitPriceToPriorityFeeLamports(long, int)	real	consistent	0.960	0.020	0.020	0.930	0.800
sava#sava-core/src/main/java/software/sava/core/tx/TxBuilderImpl.java#TxBuilderImpl.createTransaction()	real	consistent	0.990	0.010	0.000	0.990	1.000
sava#sava-core/src/main/java/software/sava/core/tx/V1Transaction.java#V1Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long)	real	consistent	0.880	0.080	0.040	0.830	0.857
sava#sava-core/src/main/java/software/sava/core/tx/V1Transaction.java#V1Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long, int)	real	contradicted	0.020	0.930	0.050	0.900	0.500
sava#sava-core/src/main/java/software/sava/core/tx/V1TransactionSkeleton.java#V1TransactionSkeleton.KNOWN_CONFIG_MASK_BITS	real	not_checkable	0.190	0.030	0.780	0.680	1.000
