row_id	arm	choice	p_applies	p_does_not_apply	p_cannot	confidence	construct_absent	word_baseline
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#58	swapped	does_not_apply	0.080	0.920	0.000	0.880	0.890	true
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#66	real	applies	0.990	0.010	0.000	0.990	0.650	true
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#66	swapped	does_not_apply	0.070	0.930	0.000	0.890	0.610	true
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#66	real	applies	0.990	0.010	0.000	0.990	0.650	true
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#66	swapped	does_not_apply	0.070	0.930	0.000	0.890	0.610	true
sava/sava-rpc#ws#RootSubscription.hashCode#PrimitiveReturnsMutator#SURVIVED#114	real	applies	0.950	0.050	0.000	0.930	0.880	false
sava/sava-rpc#ws#RootSubscription.hashCode#PrimitiveReturnsMutator#SURVIVED#114	swapped	does_not_apply	0.130	0.870	0.000	0.790	0.880	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.accountSubscribe#BooleanTrueReturnValsMutator#SURVIVED#409	real	cannot_tell	0.000	0.390	0.610	0.400	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.accountSubscribe#BooleanTrueReturnValsMutator#SURVIVED#409	swapped	cannot_tell	0.010	0.310	0.680	0.530	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.accountSubscribe#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1425	real	applies	0.730	0.260	0.010	0.600	0.890	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.accountSubscribe#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1425	swapped	applies	0.610	0.380	0.010	0.410	0.860	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.checkCycle#VoidMethodCallMutator#SURVIVED#238	real	cannot_tell	0.010	0.230	0.760	0.630	0.330	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.checkCycle#VoidMethodCallMutator#SURVIVED#238	swapped	cannot_tell	0.000	0.420	0.580	0.370	0.240	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1123	real	does_not_apply	0.410	0.530	0.060	0.290	0.650	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1123	swapped	does_not_apply	0.060	0.910	0.030	0.860	0.660	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1124	real	cannot_tell	0.010	0.220	0.770	0.650	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1124	swapped	cannot_tell	0.000	0.450	0.550	0.330	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1130	real	cannot_tell	0.010	0.190	0.800	0.700	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1130	swapped	cannot_tell	0.000	0.450	0.550	0.320	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1132	real	cannot_tell	0.010	0.220	0.770	0.670	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1132	swapped	cannot_tell	0.000	0.400	0.600	0.400	0.180	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.closed#ConditionalsBoundaryMutator#SURVIVED#159	real	applies	0.990	0.010	0.000	0.980	0.920	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.closed#ConditionalsBoundaryMutator#SURVIVED#159	swapped	does_not_apply	0.280	0.710	0.010	0.560	0.930	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#ConditionalsBoundaryMutator#SURVIVED#881	real	applies	0.780	0.180	0.040	0.670	0.670	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#ConditionalsBoundaryMutator#SURVIVED#881	swapped	does_not_apply	0.410	0.560	0.030	0.340	0.640	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#862	real	does_not_apply	0.180	0.670	0.150	0.510	0.640	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#862	swapped	does_not_apply	0.170	0.780	0.050	0.660	0.640	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#866	real	does_not_apply	0.130	0.740	0.130	0.620	0.620	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#866	swapped	does_not_apply	0.180	0.780	0.040	0.670	0.670	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#866	real	does_not_apply	0.130	0.740	0.130	0.620	0.620	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#866	swapped	does_not_apply	0.180	0.780	0.040	0.670	0.670	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#ConditionalsBoundaryMutator#SURVIVED#930	real	applies	0.820	0.170	0.010	0.740	0.940	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#ConditionalsBoundaryMutator#SURVIVED#930	swapped	does_not_apply	0.040	0.960	0.000	0.930	0.940	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#930	real	cannot_tell	0.000	0.150	0.850	0.770	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#930	swapped	cannot_tell	0.010	0.180	0.810	0.710	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#935	real	applies	0.900	0.090	0.010	0.860	0.940	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#935	swapped	does_not_apply	0.220	0.770	0.010	0.670	0.940	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#935	real	applies	0.900	0.090	0.010	0.860	0.940	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#935	swapped	does_not_apply	0.220	0.770	0.010	0.670	0.940	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#RemoveConditionalMutator_ORDER_IF#SURVIVED#930	real	cannot_tell	0.010	0.140	0.850	0.770	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#RemoveConditionalMutator_ORDER_IF#SURVIVED#930	swapped	cannot_tell	0.010	0.200	0.790	0.680	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.escalateUnanswered#ConditionalsBoundaryMutator#SURVIVED#2968	real	applies	0.920	0.080	0.000	0.870	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.escalateUnanswered#ConditionalsBoundaryMutator#SURVIVED#2968	swapped	does_not_apply	0.140	0.850	0.010	0.780	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.escalateUnanswered#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2964	real	does_not_apply	0.390	0.600	0.010	0.400	0.890	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.escalateUnanswered#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2964	swapped	does_not_apply	0.270	0.720	0.010	0.570	0.870	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handleActivePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#2825	real	does_not_apply	0.250	0.740	0.010	0.600	0.910	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handleActivePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#2825	swapped	does_not_apply	0.100	0.890	0.010	0.830	0.900	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#ConditionalsBoundaryMutator#SURVIVED#1021	real	cannot_tell	0.000	0.230	0.770	0.650	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#ConditionalsBoundaryMutator#SURVIVED#1021	swapped	cannot_tell	0.020	0.210	0.770	0.660	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#IncrementsMutator#SURVIVED#1025	real	cannot_tell	0.010	0.230	0.760	0.650	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#IncrementsMutator#SURVIVED#1025	swapped	cannot_tell	0.010	0.230	0.760	0.630	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1014	real	cannot_tell	0.010	0.250	0.740	0.600	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1014	swapped	cannot_tell	0.020	0.180	0.800	0.700	0.110	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1028	real	cannot_tell	0.010	0.270	0.720	0.570	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1028	swapped	cannot_tell	0.030	0.170	0.800	0.700	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1028	real	cannot_tell	0.010	0.270	0.720	0.570	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1028	swapped	cannot_tell	0.030	0.170	0.800	0.700	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1030	real	cannot_tell	0.010	0.310	0.680	0.520	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1030	swapped	cannot_tell	0.020	0.210	0.770	0.650	0.110	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1015	real	cannot_tell	0.010	0.310	0.680	0.530	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1015	swapped	cannot_tell	0.020	0.210	0.770	0.650	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1028	real	cannot_tell	0.010	0.260	0.730	0.600	0.180	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1028	swapped	cannot_tell	0.050	0.120	0.830	0.740	0.130	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1030	real	cannot_tell	0.020	0.250	0.730	0.610	0.180	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1030	swapped	cannot_tell	0.050	0.100	0.850	0.770	0.130	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#VoidMethodCallMutator#SURVIVED#1031	real	cannot_tell	0.030	0.190	0.780	0.670	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#VoidMethodCallMutator#SURVIVED#1031	swapped	cannot_tell	0.010	0.370	0.620	0.430	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$connect$0#VoidMethodCallMutator#SURVIVED#173	real	cannot_tell	0.010	0.180	0.810	0.720	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$connect$0#VoidMethodCallMutator#SURVIVED#173	swapped	cannot_tell	0.000	0.280	0.720	0.570	0.180	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$handleActivePendingSubscriptions$0#ConditionalsBoundaryMutator#SURVIVED#2835	real	applies	0.520	0.460	0.020	0.290	0.930	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$handleActivePendingSubscriptions$0#ConditionalsBoundaryMutator#SURVIVED#2835	swapped	does_not_apply	0.170	0.820	0.010	0.720	0.930	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$onWholeMessage$0#ConditionalsBoundaryMutator#SURVIVED#2303	real	applies	0.760	0.220	0.020	0.650	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$onWholeMessage$0#ConditionalsBoundaryMutator#SURVIVED#2303	swapped	does_not_apply	0.070	0.920	0.010	0.880	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$ownBuild$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#748	real	does_not_apply	0.380	0.570	0.050	0.360	0.840	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$ownBuild$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#748	swapped	applies	0.710	0.270	0.020	0.560	0.780	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#EmptyObjectReturnValsMutator#SURVIVED#387	real	cannot_tell	0.000	0.370	0.630	0.440	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#EmptyObjectReturnValsMutator#SURVIVED#387	swapped	cannot_tell	0.010	0.310	0.680	0.530	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#387	real	cannot_tell	0.010	0.250	0.740	0.620	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#387	swapped	cannot_tell	0.000	0.230	0.770	0.650	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#387	real	cannot_tell	0.010	0.250	0.740	0.620	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#387	swapped	cannot_tell	0.000	0.230	0.770	0.650	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#387	real	cannot_tell	0.010	0.080	0.910	0.860	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#387	swapped	cannot_tell	0.020	0.080	0.900	0.860	0.130	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#387	real	cannot_tell	0.010	0.080	0.910	0.860	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#387	swapped	cannot_tell	0.020	0.080	0.900	0.860	0.130	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$releaseChannelSlot$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1300	real	applies	0.480	0.410	0.110	0.220	0.870	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$releaseChannelSlot$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1300	swapped	does_not_apply	0.200	0.730	0.070	0.580	0.850	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$sendPing$0#VoidMethodCallMutator#SURVIVED#1051	real	cannot_tell	0.010	0.150	0.840	0.750	0.110	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$sendPing$0#VoidMethodCallMutator#SURVIVED#1051	swapped	cannot_tell	0.010	0.210	0.780	0.670	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$sendSubscription$1#NullReturnValsMutator#SURVIVED#2907	real	applies	0.560	0.420	0.020	0.330	0.930	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$sendSubscription$1#NullReturnValsMutator#SURVIVED#2907	swapped	does_not_apply	0.340	0.630	0.030	0.440	0.930	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lockAndHandlePendingSubscriptions#VoidMethodCallMutator#SURVIVED#1006	real	cannot_tell	0.010	0.280	0.710	0.570	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lockAndHandlePendingSubscriptions#VoidMethodCallMutator#SURVIVED#1006	swapped	cannot_tell	0.000	0.410	0.590	0.390	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#BooleanTrueReturnValsMutator#SURVIVED#440	real	cannot_tell	0.000	0.370	0.630	0.430	0.160	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#BooleanTrueReturnValsMutator#SURVIVED#440	swapped	cannot_tell	0.010	0.330	0.660	0.500	0.160	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1456	real	applies	0.630	0.360	0.010	0.440	0.890	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1456	swapped	applies	0.670	0.320	0.010	0.500	0.870	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#RemoveConditionalMutator_EQUAL_IF#SURVIVED#436	real	cannot_tell	0.030	0.100	0.870	0.800	0.110	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#RemoveConditionalMutator_EQUAL_IF#SURVIVED#436	swapped	cannot_tell	0.030	0.150	0.820	0.730	0.100	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onClose#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1085	real	cannot_tell	0.010	0.270	0.720	0.570	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onClose#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1085	swapped	cannot_tell	0.000	0.210	0.790	0.680	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onError#VoidMethodCallMutator#SURVIVED#1104	real	cannot_tell	0.010	0.310	0.680	0.520	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onError#VoidMethodCallMutator#SURVIVED#1104	swapped	cannot_tell	0.000	0.440	0.560	0.340	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onOpen#VoidMethodCallMutator#SURVIVED#258	real	cannot_tell	0.020	0.350	0.630	0.450	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onOpen#VoidMethodCallMutator#SURVIVED#258	swapped	does_not_apply	0.000	0.510	0.490	0.260	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onOpen#VoidMethodCallMutator#SURVIVED#276	real	cannot_tell	0.010	0.360	0.630	0.440	0.150	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onOpen#VoidMethodCallMutator#SURVIVED#276	swapped	cannot_tell	0.000	0.440	0.560	0.340	0.170	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#ConditionalsBoundaryMutator#SURVIVED#962	real	does_not_apply	0.090	0.900	0.010	0.850	0.900	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#ConditionalsBoundaryMutator#SURVIVED#962	swapped	does_not_apply	0.040	0.960	0.000	0.940	0.930	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2725	real	does_not_apply	0.040	0.960	0.000	0.930	0.910	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2725	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.920	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#965	real	does_not_apply	0.050	0.940	0.010	0.920	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#965	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.930	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#973	real	does_not_apply	0.030	0.970	0.000	0.950	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#973	swapped	does_not_apply	0.020	0.980	0.000	0.960	0.920	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#986	real	does_not_apply	0.050	0.940	0.010	0.920	0.900	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#986	swapped	does_not_apply	0.030	0.970	0.000	0.960	0.900	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_ORDER_IF#SURVIVED#962	real	cannot_tell	0.020	0.120	0.860	0.800	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_ORDER_IF#SURVIVED#962	swapped	cannot_tell	0.020	0.110	0.870	0.800	0.110	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2137	real	applies	0.740	0.240	0.020	0.610	0.910	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2137	swapped	does_not_apply	0.210	0.780	0.010	0.660	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2206	real	applies	0.860	0.130	0.010	0.790	0.910	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2206	swapped	does_not_apply	0.050	0.940	0.010	0.900	0.900	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2289	real	applies	0.600	0.370	0.030	0.400	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2289	swapped	does_not_apply	0.050	0.940	0.010	0.900	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2405	real	applies	0.640	0.330	0.030	0.450	0.910	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2405	swapped	does_not_apply	0.060	0.930	0.010	0.900	0.920	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#NakedReceiverMutator#SURVIVED#899	real	applies	0.580	0.410	0.010	0.370	0.690	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#NakedReceiverMutator#SURVIVED#899	swapped	does_not_apply	0.020	0.970	0.010	0.960	0.740	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#NO_COVERAGE#843	real	cannot_tell	0.030	0.080	0.890	0.820	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#NO_COVERAGE#843	swapped	cannot_tell	0.030	0.130	0.840	0.760	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2429	real	does_not_apply	0.060	0.730	0.210	0.590	0.840	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2429	swapped	does_not_apply	0.020	0.850	0.130	0.780	0.850	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2497	real	does_not_apply	0.100	0.730	0.170	0.590	0.820	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2497	swapped	does_not_apply	0.020	0.890	0.090	0.820	0.840	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#842	real	does_not_apply	0.210	0.750	0.040	0.630	0.440	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#842	swapped	does_not_apply	0.040	0.940	0.020	0.920	0.440	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#907	real	does_not_apply	0.310	0.640	0.050	0.450	0.410	true
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#907	swapped	does_not_apply	0.040	0.940	0.020	0.920	0.440	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_IF#NO_COVERAGE#843	real	cannot_tell	0.010	0.140	0.850	0.780	0.130	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_IF#NO_COVERAGE#843	swapped	cannot_tell	0.020	0.130	0.850	0.780	0.120	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_IF#SURVIVED#2587	real	does_not_apply	0.020	0.950	0.030	0.930	0.810	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_IF#SURVIVED#2587	swapped	does_not_apply	0.010	0.970	0.020	0.950	0.800	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_IF#SURVIVED#829	real	cannot_tell	0.030	0.070	0.900	0.850	0.140	false
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_IF#SURVIVED#829	swapped	cannot_tell	0.040	0.090	0.870	0.810	0.150	false
